Title,Date
Five warning signs Tony Abbott is turning Australia into a reckless charco-state | Alexander White,17/11/2013
Will Abbott replicate Howard's climate change betrayal? | Alexander White,6/11/2013
Greenhouse gas emissions from livestock can be cut by 30% says FAO,26/9/2013
Tax meat to cut methane emissions say scientists,20/12/2013
Vegetarian diet is better for the planet says Lord Stern,26/10/2009
Eat less meat to prevent climate disaster study warns,13/4/2012
UN urges global move to meat and dairy-free diet,2/6/2010
Fracking won't endanger UK's climate targets says Ed Davey,9/9/2013
Arctic sea ice delusions strike the Mail on Sunday and Telegraph | Dana Nuccitelli,9/9/2013
What's causing global warming? Look for the fingerprints | John Abraham,17/9/2013
Rajendra Pachauri innocent of financial misdealings but smears will continue | George Monbiot,26/8/2010
Bjørn Lomborg: $100bn a year needed to fight climate change,30/8/2010
Bjørn Lomborg: the dissenting climate change voice who changed his tune,30/8/2010
Green groups cautiously welcome Bjørn Lomborg's call for $100bn climate fund,31/8/2010
Confidence in climate science remains strong poll shows,11/6/2010
Bjørn Lomborg: in his own words,30/8/2010
Bjørn Lomborg's missing questions | Howard Friel,30/8/2010
Gore and UN share Nobel peace prize,12/10/2007
Live chat: how to build a global coalition to end climate change,12/11/2013
Lord Stern: developing countries must make deeper emissions cuts,4/12/2012
UN climate chief jabs back at allegations of financial impropriety - but fails to land a blow | Ian Wylie,20/1/2010
UN climate scientists review Himalayan glaciers claim,19/1/2010
A mistake over Himalayan glaciers should not melt our priorities | Bob Ward,18/1/2010
The real Himalayan scandal | Isabel Hilton,20/1/2010
Memo to Osborne: It's the green economy stupid | Damian Carrington,30/9/2013
UK warned against watering down carbon targets,8/10/2013
Global warming can have a positive side says Owen Paterson,30/9/2013
Owen Paterson v the science of climate change,30/9/2013
UK carbon budget should not change Ed Davey told,3/10/2013
Rate of ocean acidification due to carbon emissions is at highest for 300m years,3/10/2013
What are the potential impacts of climate change for the UK?,8/10/2013
Rising ocean acid levels are 'the biggest threat to coral reefs',9/7/2012
Antarctic krill face unhappy Hollywood ending if fossil fuel emissions keep rising | Graham Readfearn,10/7/2013
Global warming slowdown answer lies in depths of Atlantic study finds,21/8/2014
Climate scientist to US Senate: 'Climate change is a clear and present danger',20/1/2014
Conservative media outlets found guilty of biased global warming coverage | Dana Nuccitelli,11/10/2013
2013 was a good year for climate science but a mixed bag for climate policy | Dana Nuccitelli,31/12/2013
40 consequences of 10 wet summers: what will a decade of rain do to us?,22/6/2013
The weather may be grim but let's learn to enjoy it | Richard Mabey,18/6/2013
Spring: where has it gone?,30/3/2013
Tory MEPs defy David Cameron over greenhouse gas targets,21/6/2011
EU emissions reduction vote postponed,24/6/2011
Tory MEPs warned not to undermine PM over European climate targets,23/6/2011
World set for climate disaster say activists as Lima talks falter,13/12/2014
UN climate change talks: what do NGOs think about the Lima Accord?,15/12/2014
UN agrees way forward on climate change – but path is unclear,14/12/2014
Lima climate change conference reaches deal - video,14/12/2014
US eyes buffet option in global climate talks,17/10/2014
'We are fighting for survival' Pacific islands leader warns,31/8/2013
Peru's fog catchers net water supplies | Dan Collyns,19/9/2012
Before long it won't just be Peru's mountains that are high and dry | John Vidal,20/9/2010
Climate change one of the most serious threats we face says David Cameron,26/2/2014
Report hails international progress on climate change laws,27/2/2014
China overtakes US as world's biggest CO2 emitter,19/6/2007
Average Chinese person's carbon footprint now equals European's,18/7/2012
China sets first targets to curb world's largest carbon footprint,26/11/2009
Rich states failing to lead on emissions says UN climate chief,14/4/2008
What action on the environment can we expect from Barack Obama in his first days as US president?,19/1/2009
Barack Obama must push through climate laws ahead of this year's crucial Copenhagen summit warns Danish minister Connie Hedegaard,4/3/2009
Kyoto protocol comes into force,16/2/2005
Video: George Monbiot meets Yvo de Boer,8/12/2008
Explainer: Global carbon reduction targets,7/10/2008
Consuming nations should pay for carbon dioxide emissions not manufacturing countries says Chinese climate change negotiator,17/3/2009
World looks to Copenhagen talks to slow down global warming but officials know they're in for the long haul,25/3/2009
World will not meet 2C warming target climate change experts agree,13/4/2009
In pictures: Your messages to Copenhagen,7/8/2009
Editorial | The truth about climate: Copenhagen isn't enough,6/12/2009
Campaign groups' Copenhagen wishlist | Adam Vaughan,6/8/2009
TckTckTck: It's not too late to build a safer world | Kumi Naidoo,28/8/2009
Copenhagen climate change conference in pictures: Day one,7/12/2009
Climate Week kicks off with warning from hoax New York Post,22/9/2009
A Guyanese view of Copenhagen: What of the cash promised to save our trees? | Neil Marks,15/12/2009
UN's forest protection scheme at risk from organised crime experts warn,5/10/2009
Guyana could certainly use forest protection cash - but not under false pretences,24/9/2009
China and India expected to seize initiative at New York climate talks,21/9/2009
China's president expected to announce radical climate change targets,22/9/2009
Redd in Africa: 'how we can earn money from air by harvesting carbon',5/10/2009
Climate change: UN plans 'shock therapy' for world leaders on environment,19/9/2009
'We know what to do: why don't we do it?',29/5/2009
Gordon Brown flies in seeking climate finance deal – but says failure is a possibility,16/12/2009
Schwarzenegger's Californian sunshine fails to brighten Prince Charles's gloom,15/12/2009
In pictures: Star power - who's attending Copenhagen,15/12/2009
Steven Chu pledges $350m clean tech fund to sweeten deal at Copenhagen,14/12/2009
Copenhagen talks stall as African bloc accuses UN of trying to kill Kyoto,14/12/2009
Copenhagen climate change talks stall,15/12/2009
Video: Copenhagen summit: African bloc accuses rich countries of 'killing Kyoto',14/12/2009
Copenhagen summit: How major blocs have fared and what they want,13/12/2009
Poor nations threaten climate deal showdown at Copenhagen summit,13/12/2009
Copenhagen climate change conference in pictures: Day eight,14/12/2009
Current carbon pledges won't stop dangerous global warming says Lord Stern,4/5/2015
The 2012 election's only bipartisan consensus: not to talk climate change | Richard Schiffman,2/10/2012
Lima deal represents a fundamental change in global climate regime,15/12/2014
Investment in geo-engineering needed immediately says Royal Society,1/9/2009
Geoengineering experiment cancelled due to perceived conflict of interest,16/5/2012
Lima climate summit extended as poor countries demand more from rich,12/12/2014
Climate talks: summit chief warns 'we need to work' as deadline passes – as it happened,12/12/2014
Lima climate conference week two – in pictures,12/12/2014
Arctic sea ice expert complains to press watchdog over Times story,27/7/2015
May marks one more record hot month for the world,14/6/2016
Alaska on track for hottest year since records began,9/6/2016
Carbon dioxide levels in atmosphere forecast to shatter milestone,13/6/2016
Australia records warmest autumn ever,1/6/2016
Here’s what happens when you try to replicate climate contrarian papers | Dana Nuccitelli,25/8/2015
Nazis shoddy science and the climate contrarian credibility gap | Dana Nuccitelli,21/2/2014
Déjà vu: as with tobacco the climate wars are going to court | Dana Nuccitelli,18/7/2016
New widget counts global warming happening at 4 Hiroshima atomic bombs per second | Dana Nuccitelli,25/11/2013
Antarctic CO2 hits 400ppm for first time in 4m years,16/6/2016
2015 shatters the temperature record as global warming speeds back up | Dana Nuccitelli,18/11/2015
Statistics says the long-term global warming trend continues | John Abraham,3/8/2015
New research suggests global warming is accelerating | John Abraham,4/6/2015
In a blind test economists reject the notion of a global warming pause | John Abraham,18/9/2015
Unprecedented trade wind strength is shifting global warming to the oceans but for how much longer? | Dana Nuccitelli,10/2/2014
The Pacific Ocean fills in another piece of the global warming puzzle | Dana Nuccitelli,3/9/2013
Climate models accurately predicted global warming when reflecting natural ocean cycles | Dana Nuccitelli,21/7/2014
A grand solar minimum would barely make a dent in human-caused global warming | Dana Nuccitelli,14/8/2013
UN climate change talks: EU plan raises hopes of last-ditch deal,8/12/2011
Kyoto was built to fail. It is time the world abandoned it | Juliette Jowit,8/12/2011
Pacific micro-state switches entirely to renewable energy,8/12/2011
Better we stick to the devil we know on global warming | Martin Khor,8/12/2011
Accountability is a vital weapon in the battle against climate change,7/12/2011
African nations move closer to EU position at Durban climate change talks,8/12/2011
China favours EU plans for Kyoto replacement – but with conditions,5/12/2011
Brexit voters almost twice as likely to disbelieve in manmade climate change,16/6/2016
How keeping cool is ​making us hot​​ – video animation,26/10/2015
How America became addicted to air conditioning,26/10/2015
Moving on from Montreal,16/9/2007
New ozone-destroying chemicals found in atmosphere,9/3/2014
Climate change impact on Australia may be irreversible five-yearly report says,6/3/2017
Climate change makes past five-year period the warmest on record: WMO,25/11/2015
Yes the Paris climate change conference can save the planet | Ed Miliband,22/11/2015
Climate emergency: Lagarde says ECB must step up action,3/12/2019
Sanders to unveil $16tn climate plan far more aggressive than rivals' proposals,22/8/2019
Labour’s message to the UK’s young climate strikers: we are with you | Clive Lewis,12/4/2019
Low-carbon technology fund is tonic for Scottish gin maker,29/8/2019
Met police plan to impose restrictions for global climate protest,19/9/2019
Capitalism can crack climate change. But only if it takes risks | Larry Elliott,16/8/2018
Draughty homes targeted in UK climate change masterplan,12/10/2017
The US is the biggest loser on the planet thanks to Trump’s calamitous act | Vicki Arroyo,3/6/2017
‘The devastation of human life is in view’: what a burning world tells us about climate change,2/2/2019
Let’s seize the moment and create a Green New Deal for the UK | Ed Miliband Caroline Lucas and Laura Sandys,30/4/2019
The Guardian view of UK’s climate responsibility: zero emission target needed | Editorial,26/4/2019
Jacob Rees-Mogg who decried ‘climate alarmism’ to take on UK energy brief,6/9/2022
King Charles meets Joe Biden in Windsor to discuss climate crisis,10/7/2023
First UK homes with hydrogen boilers and hobs to be built by April,16/2/2021
Turning muck into money: the biogas revolution takes off,19/2/2015
Shipping companies urged to stop using dirty fuels in the Arctic,11/7/2017
Tell your pollution story – in pictures,20/10/2017
World has three years left to stop dangerous climate change warn experts,28/6/2017
Global reset on climate action leaves Scott Morrison looking like yesterday’s man | Katharine Murphy,23/4/2021
How the rise of the bush independents threatens Coalition's big names,28/2/2019
Independents Kerryn Phelps and Zali Steggall buoyed by NSW election results,24/3/2019
Kingmaker or not the new member for Indi is determined to shift the dial in Canberra,28/6/2019
Australia has been dragged kicking and screaming to a net zero plan before Glasgow but we still trail the pack | Michael Mann and Christopher Wright,1/11/2021
Climate 200 raises $2m in six weeks to help independents but expects Liberal party ‘interference’,7/10/2021
Blue carbon: how three Australian marine sites lock away 2bn tonnes of CO2,2/3/2021
Climate-contrary Nationals strawman arguments and rewriting Australia’s Kyoto history | Graham Readfearn,20/10/2021
Climate pressure on Scott Morrison grows as NSW promises to cut emissions in half by 2030,28/9/2021
Emission pledges by states put extra pressure on Scott Morrison to lift national climate goals,29/9/2021
States put Australia on track to beat 2030 emissions pledge but Morrison may not make it official,13/10/2021
Australia’s climate indecision continues as Scott Morrison heads to Glasgow,15/10/2021
Australia sought to weaken UN climate report on need to close coal-fired power stations leak suggests,21/10/2021
Can Moomba live up to the hype? Santos’ $220m carbon capture and storage project,8/11/2021
What happened at Cop26 – day 11 at a glance,11/11/2021
Cities act on climate while nations delay Sadiq Khan tells Cop26,11/11/2021
Extinction Rebellion activists glued to Science Museum site in Shell protest,29/8/2021
Minister hints at gas boilers ban but says market should drive change,19/10/2021
Cop26: how three young activists are trying to change the world - podcast,2/11/2021
So what has Cop26 achieved so far?,7/11/2021
Australian government refuses to join 40 nations phasing out coal saying it won’t ‘wipe out industries’,5/11/2021
Doomsday clock lurches to 100 seconds to midnight – closest to catastrophe yet,23/1/2020
Cop26 will be derailed unless the rich world meets its obligation to the poor | Larry Elliott,4/11/2021
We are in Glasgow to demand justice for those most affected by the climate crisis | Bernard Ewekia Jakapita Kandanga Edwin Namakanga Maria Reyes and Farzana Faruk Jhumu,2/11/2021
Royal Shakespeare Company to end BP sponsorship deal,2/10/2019
David Cameron urged to reconsider solar subsidy cuts following Paris climate deal,16/12/2015
Cameron’s ‘greenest-ever’ government should be red-faced on diesel subsidies,13/12/2015
Major energy U-turn needed to meet Paris targets government warned,13/12/2015
Anger over threat of VAT hike on renewable energy,9/12/2015
In pictures: cutting edge climate science communication and kittens from the 2013 AGU conference | Dana Nuccitelli,17/12/2013
The planet warms the world economy cools – the real global recession is ecological | Larry Elliott,9/7/2023
Fossil fuel firms owe climate reparations of $209bn a year says study,19/5/2023
Flaws in Australia’s carbon credits schemes undermine transparency new report finds,21/11/2022
‘A beautiful milestone’: coral grown in Great Barrier Reef nursery spawns for first time,15/11/2022
‘Devastating’: 91% of reefs surveyed on Great Barrier Reef affected by coral bleaching in 2022,10/5/2022
Great Barrier Reef’s record coral cover is good news but climate threat remains,5/8/2022
Record coral cover on parts of Great Barrier Reef but global heating could jeopardise recovery,3/8/2022
Peter Dutton rejects push by moderate Liberals to change position on climate legislation,2/8/2022
Labor’s climate bill set to pass with support from Greens and Bridget Archer,3/8/2022
How Albanese walked a tightrope of Labor division amid fears 43% emissions target would cost it the election,24/11/2022
Love meat too much for Veganuary? Try Regenuary instead,15/1/2022
Shell signals retreat from carbon offsetting,8/9/2023
ClientEarth loses high court fight with Shell over climate strategy,24/7/2023
Do Shell chief’s claims about cutting oil output being dangerous stack up?,6/7/2023
Shell boss under fire for saying cutting fossil fuel production is ‘dangerous’,6/7/2023
Solar is now viable even in rainy climes – so why aren’t we making hay?,31/3/2023
Number of households getting help with insulation plummets,30/12/2013
'Are a cow's farts the worst for the planet?' Children's climate questions answered,29/6/2019
New York air quality among worst in world as haze from western wildfires shrouds city,21/7/2021
Hundreds of young protesters confront McConnell over Green New Deal,25/2/2019
Labour to set out plans to decarbonise UK and fulfil green jobs pledge,12/2/2019
Our new movement aims to propel Labour into a radical Green New Deal | Angus Satow,22/3/2019
Labour would 'radically transform economy' to focus on climate change,24/12/2018
‘How is it sustainable if only 1% can afford your food?’: the man on a quest to change farming,25/8/2021
Climate change’s first victims are always those least to blame | Lily Cole,3/12/2014
UN says eat less meat to curb global warming,6/9/2008
Tougher government attitudes on climate change key to business action,2/12/2014
Science won't win over the climate change sceptics - we need stories,2/12/2014
Heatwaves are national emergencies and the public need to know,21/6/2017
Can Biden’s climate bill undo the fossil fuel industry’s decades of harm?,12/8/2022
Private equity still investing billions in dirty energy despite pledge to clean up,14/9/2022
UK is no longer a cold country and must adapt to heat say climate scientists,18/7/2022
Low winds stopped what might have been new ‘great fire of London’ says expert,23/7/2022
UK must learn to live with extreme weather says cabinet minister,20/7/2022
One in five of Europe’s bird species slipping towards extinction,13/10/2021
Hot dogs: rising heat makes it too hot for Africa’s wild dogs to hunt,20/7/2017
Humans need to value nature as well as profits to survive UN report finds,11/7/2022
Trump ditches sole climate rule that aimed to reduce coal plant pollution,19/6/2019
Africa droughts prompt calls to start pumping untapped groundwater,18/8/2016
Giant iceberg breaks off east Antarctica,1/10/2019
Australia's annual carbon emissions reach record high,14/3/2019
Australian petition backing declaration of climate emergency hits record – but will it work?,30/9/2019
Rare California water restrictions hit farmers amid dire shortages,4/8/2021
Thousands defy Paris protest ban to call for climate action – in pictures,10/12/2015
Island nations urge Turnbull to echo Obama's climate change leadership,1/12/2015
Saudi Arabia accused of trying to wreck Paris climate deal,8/12/2015
Paris climate deal is an 'opportunity to change the world',12/12/2015
French National Front launches nationalist environmental movement,18/12/2014
Drought and rising temperatures 'leaves 36m people across Africa facing hunger',16/3/2016
It's time for Ireland to deliver a credible climate plan | Peter Thorne,8/6/2018
Guardian and Observer charity telethon: call our writers to donate,20/12/2019
‘Felling this forest would be like knocking down a cathedral’,7/12/2019
California vows to 'fight this stupidity' as EPA moves to scrap clean car rules,2/8/2018
US is hotbed of climate change denial major global survey finds,8/5/2019
'This is not how sequoias die. It’s supposed to stand for another 500 years',18/1/2020
Tree-damaging pests pose ‘devastating’ threat to 40% of US forests,12/8/2019
Planting trees to save planet is pointless say ecologists,15/12/2006
New trade deals ‘are unfair on farmers and won’t help emissions’,23/10/2021
The Morrison government’s emissions projections are a farce based on technological pipe dreams | Greg Jericho,1/11/2021
‘Vandals’: Victoria Queensland fume over federal climate intervention,28/11/2021
Questions over Direct Action as Greg Hunt reveals Paris target needs industrial emissions cut,30/9/2015
A close look at the election campaign’s energy promises shows major parties still back fossil fuels | Temperature Check,21/4/2022
Does Labor plan to force the top 200 energy users and producers to cut emissions by 25%? | Temperature Check,14/4/2022
Greens unveil climate policy including coal export levy renewable energy and net zero by 2035,27/4/2022
Dear politicians young climate activists are not abuse victims we are children who read news | Anjali Sharma,28/4/2022
Blueprint for emissions reduction: major industry policy changes needed for Australia to reach net zero,22/8/2021
Coalition climate policy forced big polluters to pay $15m for carbon credits in past year,27/4/2022
Scott Morrison is setting up another fake fight on a carbon ‘tax’ | Katharine Murphy,26/4/2022
Coalition candidate says net zero by 2050 is a ‘flexible plan that leaves us wiggle room’,25/4/2022
How Albanese’s practical pivot on climate paved the way for a Greens surge | Katharine Murphy,22/5/2022
Australia’s biggest industrial players are focusing on climate solutions – why isn’t the political debate? | Temperature Check,5/5/2022
In Hunter where coal is king a Labor heartland seat faces a strong Coalition challenge,3/5/2022
Zali Steggall's climate bill gets broad backing from industry groups and investors,29/1/2021
Matt Canavan declares net zero by 2050 is ‘all over bar the shouting’ after PM tries to quell divisions,26/4/2022
Bill Shorten ‘not sure’ he would take Labor’s 2019 emissions target to next election,28/4/2021
Protests posters and the return of Lula: days nine and 10 at Cop 27 – in pictures,16/11/2022
Last month was worst July for wildfires on record say scientists,6/8/2021
US and China announce surprise climate agreement – video,11/11/2021
BirthStrikers: meet the women who refuse to have children until climate change ends,12/3/2019
Population poverty and the climate emergency | Letters,28/8/2020
Bill Gates is the biggest private owner of farmland in the United States. Why? | Nick Estes,5/4/2021
Leaked climate change emails scientist 'hid' data flaws,1/2/2010
Part two: How the 'climategate' scandal is bogus and based on climate sceptics' lies,9/2/2010
Johnson must push G7 to pay billions more in climate aid say experts,26/4/2021
Pump up the volume: Cornish village to pilot communal grid for green energy,22/6/2022
‘The first sip was rather shocking’: Cop26 delegates try Irn-Bru for the first time,5/11/2021
Vanuatu’s push for legal protection from climate change wins crucial support,10/5/2022
Vanuatu one of the most climate-vulnerable countries launches ambitious climate plan,14/8/2022
North Sea drilling: Greenpeace prepares to challenge ‘disastrous’ UK decision,24/4/2023
BP sets net zero carbon target for 2050,12/2/2020
Shell faces shareholder rebellion over fossil fuel production,18/5/2021
Oil giants should ditch high-cost projects thinktank says,4/5/2016
Carbon wars,25/4/2006
My father warned Exxon about climate change in the 1970s. They didn't listen | Claudia Black-Kalinsky,25/5/2016
Exxon investors aim to force reckoning with impact of climate change policies,24/5/2016
Earth day: leading scientists say 75% of known fossil fuels must stay underground,22/4/2015
Scientists warned the President about global warming 50 years ago today | Dana Nuccitelli,5/11/2015
The real story behind Shell's climate change rhetoric,17/5/2015
Science Museum former head gives Greenpeace Lego campaign '0 out of 10',9/10/2014
Climate change: why the Guardian is putting threat to Earth front and centre | Alan Rusbridger,6/3/2015
Climate change: at last a breakthrough to our catastrophic political impasse? | Julia Powles and Tessa Khan,30/3/2015
Cuba lashed by category five winds as storm heads to US – as it happened,9/9/2017
Is tropical storm Harvey linked to climate change?,29/8/2017
US federal department is censoring use of term 'climate change' emails reveal,7/8/2017
Trump is deleting climate change one site at a time,14/5/2017
Climate change? Try catastrophic climate breakdown,27/9/2013
Trump's other wall: is his Irish resort a sign he believes in climate change?,17/11/2016
The climate crisis is already here – but no one’s telling us | George Monbiot,3/8/2016
If you care about identity politics your priority has to be saving the planet | Matthew Todd,14/8/2017
Australia's record-breaking winter beats average highs by 2C Climate Council says,18/9/2017
Climate crisis fuels year of record temperatures in UK says Met Office,3/1/2020
This isn't the weather we grew up with | John Abraham,7/5/2013
Extreme weather forecasts: web users unite to power climate change project,17/11/2010
Video: How home computers can predict climate change impact on extreme weather events,17/11/2010
Video: PC users to link up in global climate change project | Climate prediction,17/11/2010
Business leaders prepare for limited UN climate deal in Paris,21/5/2015
Sea level rise could be worse than feared warn researchers,2/2/2021
The Himalayas and nearby peaks have lost no ice in past 10 years study shows,8/2/2012
Poles apart: satellites reveal why Antarctic sea ice grows as Arctic melts,11/11/2012
Polar ice sheets melting - in pictures,29/11/2012
Research ship trapped in Antarctic ice because of weather not climate change,3/1/2014
Hurricane Patricia powered by ‘high-octane’ El Niño,26/10/2015
Arctic sea ice shrinks to fourth lowest extent on record,16/9/2015
Paris climate talks: delegates reach agreement on final draft text,12/12/2015
Global warming: uneven changes across planet,10/2/2016
Polar bears face starvation as unlikely to adapt to a land-based diet says report,1/4/2015
How will climate change affect rainfall?,15/12/2011
Climate change making seas more salty research finds,27/10/2008
The moral and intellectual bankruptcy of the Republican Party | Dana Nuccitelli,4/12/2017
The similarities between Trump support and climate denial | Dana Nuccitelli,4/4/2016
Trump and the Republican Party are doing Big Oil's bidding | Dana Nuccitelli,14/9/2016
Exxon Stephen Hawking greens and Reagan’s advisors agree on a carbon tax | Dana Nuccitelli,23/6/2017
New study finds incredibly high carbon pollution costs – especially for the US and India | Dana Nuccitelli,1/10/2018
Trump thinks scientists are split on climate change. So do most Americans | Dana Nuccitelli,22/10/2018
There’s one key takeaway from last week’s IPCC report | Dana Nuccitelli,15/10/2018
Snow leopards at risk as Himalayas face climate change 'crisis',23/10/2015
How climate change scepticism turned into something more dangerous – podcast,24/7/2017
Should we listen to the experts on the EU referendum?,8/6/2016
Naomi Klein: how power profits from disaster,6/7/2017
Tony Abbott needs to explain U-turn on climate change Julie Bishop says,12/10/2017
Tony Abbott dares us to reject evidence on climate but reveals a coward | Graham Readfearn,10/10/2017
The Mail's censure shows which media outlets are biased on climate change | Dana Nuccitelli,25/9/2017
Climate deniers want to protect the status quo that made them rich,22/9/2017
The Guardian view on climate change: see you in court | Editorial,10/9/2017
Denying Hurricane Harvey’s climate links only worsens future suffering | Dana Nuccitelli,5/9/2017
Collapsing Greenland glacier could raise sea levels by half a metre say scientists,12/11/2015
Extinction Rebellion protest day eight – in pictures,22/4/2019
World heading for catastrophe over natural disasters risk expert warns,24/4/2016
Increase in invasive species poses dramatic threat to biodiversity – report,14/7/2020
Flourishing plants show warming Antarctica undergoing ‘major change’,14/2/2022
Canada's high Arctic glaciers at risk of disappearing completely study finds,17/7/2018
‘Code red for humanity’: what the papers say about the IPCC report on the climate crisis,10/8/2021
Three Americans create enough carbon emissions to kill one person study finds,29/7/2021
Texans urged to save energy as extreme heatwave strains power grid,11/7/2022
What will it take for the UK adapt to extreme heat?,19/7/2022
EU climate policy being 'taken hostage' by Ukip MEPs say,23/10/2014
EU sets targets of 40% carbon cut and 27% share of renewables by 2030 – live,22/1/2014
Weak EU 2030 climate deal risks nearly a million jobs warn unions,22/10/2014
EU leaders set to strike climate deal to cut greenhouse gases 40% by 2030,23/10/2014
Denmark's plan to offset transport emissions sparks EU row,20/10/2014
Wild weather forces climate adaptation on Europe's political agenda,14/10/2014
Spain braces for heatwave of ‘extraordinary intensity’,20/5/2022
Heatwaves put classic Alpine hiking routes off-limits,31/7/2022
Punishing heatwave expected across the US south-west this weekend,10/6/2022
Drought likely in Cumbria and Lake District government committee told,29/6/2023
River in ‘wettest place in England’ in Lake District almost completely dry,14/6/2023
China means business with first-ever carbon emissions targets | Jonathan Watts,27/11/2009
Joe Biden hails Senate deal as ‘most significant’ US climate legislation ever,28/7/2022
U-turn as Manchin agrees deal with Democrats on major tax and climate bill,27/7/2022
UK political factions in the battle against the climate crisis,13/8/2021
The terrifying truth: Britain’s a hothouse but one day 40C will seem cool | Bill McGuire,18/7/2022
Unions call for maximum UK workplace temperature as heatwave descends,17/7/2022
More coal power generation closed than opened around the world this year research finds,3/8/2020
China's great green wall grows in climate fight,23/9/2010
'A duty of care': Australian teenagers take their climate crisis plea to court,1/3/2021
Australia urged to drop coal and gas plans after global energy agency’s warning,18/5/2021
Citizens' assembly ready to help Macron set French climate policies,10/1/2020
In the pipeline: networks to warm UK homes using surplus heat,27/5/2021
The government must take responsibility for the Great Barrier Reef and stop looking for someone else to blame | Peter Garrett,12/7/2021
A midwestern town moved uphill to survive the elements. Can others do the same?,21/8/2021
Cop26 must not overshadow Kunming: we need joint climate and biodiversity goals | Ma Jun,11/10/2021
We are running out of time to reach deal to save natural world says UN talks chair,7/6/2021
Saudi Aramco IPO: the ultimate marriage between carbon and capitalism,3/11/2019
Saudi Arabia sets target of net zero greenhouse gas emissions by 2060,23/10/2021
Fiji PM decries Australia's 'climate change deniers' in Turnbull cabinet,28/10/2015
‘The air is toxic’: how an idyllic California lake became a nightmare,24/7/2021
On reflection: how the 'albedo effect' is melting the Antarctic,3/7/2019
The sounds of melting icebergs and whale songs: a journey into Antarctica – podcast,8/6/2020
Could a fourth La Niña follow Sydney’s record-breaking rainfall?,8/10/2022
Too late now to save Arctic summer ice climate scientists find,6/6/2023
Scientists lament Southern Ocean ‘data desert’ just as climate crisis brings frightening changes,18/8/2023
El Niño would be a disaster for the world's coral reefs,5/6/2014
May days’ heat sets up record El Niño,20/6/2014
CSIRO climate cuts attack a national treasure when we need it most,8/2/2016
Coal from Carmichael mine 'will create more annual emissions than New York',11/11/2015
CSIRO climate cuts will cost Australia dear world scientists warn government,8/2/2016
As Phoenix swelters the nights are even worse than the boiling days,13/6/2022
‘Getting harder and hotter’: Phoenix fire crews race to save lives in America’s hottest city,10/8/2022
Unhoused in Phoenix’s perilous heat: ‘If I don’t keep cool I’ll die’,20/6/2022
‘A deadly combination’: excessive heat adds to Arizona opioid epidemic’s toll,24/6/2022
‘I’ve never seen anything like it’: documenting Nigeria’s floods,26/10/2022
Climate change means Hurricane Florence will dump 50% more rain,13/9/2018
This is the way world ends: will we soon see category 6 hurricanes?,15/9/2018
Hurricane Florence is a climate change triple threat | Michael Mann,14/9/2018
Trump warming to reality of climate change says senior Chinese official,17/1/2017
The year is 2037. This is what happens when the hurricane hits Miami,17/12/2017
Climate change made UK heatwave 30 times more likely – Met Office,6/12/2018
Weatherwatch: arrival of bee-eaters is a worrying sign of climate crisis,21/7/2022
Liberals and Greens team up to back inquiry into axed Antarctic climate science projects,9/8/2023
Owner cancels Keystone XL pipeline months after Biden revoked permit,9/6/2021
Will Florida be lost forever to the climate crisis?,21/4/2020
Axa to divest from high-risk coal funds due to threat of climate change,22/5/2015
Growing number of global insurance firms divesting from fossil fuels,15/11/2017
Climate change threatens ability of insurers to manage risk,7/12/2016
Extreme heat warnings in effect in 28 states across US,21/7/2022
Insurers in UK and US lagging behind in divesting from coal report finds,3/12/2018
Green tariffs: what are they and why do they matter?,13/12/2022
Recycling steel could give lifeline to the industry report says,23/5/2019
Is hydrogen the solution to net-zero home heating?,21/3/2020
Marine heatwave off north-east Australia sets off alarm over health of Great Barrier Reef,21/7/2023
El Niño: what does it mean for Australia – and are more heatwaves and bushfires inevitable?,8/7/2023
The northern hemisphere is on fire! The temperature records being broken are record breaking! | First Dog on the Moon,19/7/2023
Consider the heatwave and floods: can we still save the planet for our children? I think we can | Gaia Vince,18/7/2023
‘Heaviest rain ever’ causes deadly floods and landslides in Japan,11/7/2023
World experiences hottest week ever recorded and more is forecast to come,16/7/2023
‘It’s brutal’: Europeans tell of sleepless nights and dizzy spells in heatwave,22/7/2023
Storms and wildfires kill seven in Italy as extreme weather continues,25/7/2023
Half of Americans have faced ‘extreme’ weather in the last six weeks,21/6/2023
Health alerts issued as blistering heat scorches southern Europe,14/7/2023
Republicans' leading climate denier tells the pope to butt out of climate debate,11/6/2015
Americans’ climate change concerns surge to record levels poll shows,22/1/2019
Shell doubles up on green spending and vows to halve carbon footprint,28/11/2017
Shell faces shareholder challenge over climate change approach,20/5/2018
'Lightweight PR and greenwash' – BP's low-carbon plan dismissed,16/4/2018
BP promises more transparency on climate change issues,16/4/2015
Thousands block roads in Extinction Rebellion protests across London,15/4/2019
Extinction Rebellion keep control of major London sites into a third day,17/4/2019
National Galleries Scotland to end BP ties over climate concerns,11/11/2019
Semi-naked activists protest against National Portrait Gallery's links with BP,20/10/2019
Ted Cruz embodies Republican climate change dilemma,27/3/2015
'Chemical nonsense': Leading scientists refute Lord Monckton's attack on climate science,21/9/2010
Wildfires cross US border into Canada triggering evacuation order – video,31/7/2023
Huge wildfire explodes in southern California and spreads into Nevada,31/7/2023
Biden announces new measures to protect Americans from extreme heat,27/7/2023
Tories ‘must explain’ why they stopped minister attending Lima climate talks,9/12/2014
